acceptedTaxonID,taxonRank,scientificName,taxon_group,phylum,subphylum,class,order,family,subfamily,tribe,genus,species,taxa.notes,tolerance,FFG,FFG2
SOYSP,genus,Soyedina sp.,Nemouridae,Arthropoda,Hexapoda,Insecta,Plecoptera,Nemouridae,Nemourinae,NA,Soyedina,NA,NA,2,cg,NA
VISCAT,species,Visoka cataractae,Nemouridae,Arthropoda,Hexapoda,Insecta,Plecoptera,Nemouridae,Nemourinae,NA,Visoka,NA,NA,0,sh,NA
ZAPCIN,species,Zapada cinctipes,Nemouridae,Arthropoda,Hexapoda,Insecta,Plecoptera,Nemouridae,Nemourinae,NA,Zapada,NA,NA,2,sh,NA
ZAPCOL,species,Zapada columbiana,Nemouridae,Arthropoda,Hexapoda,Insecta,Plecoptera,Nemouridae,Nemourinae,NA,Zapada,NA,NA,2,sh,NA
ZAPFRI,species,Zapada frigida,Nemouridae,Arthropoda,Hexapoda,Insecta,Plecoptera,Nemouridae,Nemourinae,NA,Zapada,NA,NA,2,sh,NA
ZAPORE,speciesGroup,Zapada oregonensis gr.,Nemouridae,Arthropoda,Hexapoda,Insecta,Plecoptera,Nemouridae,Nemourinae,NA,Zapada,NA,NA,2,sh,NA
ZAPSP,genus,Zapada sp.,Nemouridae,Arthropoda,Hexapoda,Insecta,Plecoptera,Nemouridae,Nemourinae,NA,Zapada,NA,NA,2,sh,NA
PELSP1,family,Peltoperlidae sp.,Peltoperlidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Peltoperlidae,NA,NA,NA,NA,NA,0,sh,NA
PELSP4,genus,Peltoperla sp.,Peltoperlidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Peltoperlidae,Peltoperlinae,NA,Peltoperla,NA,NA,1,sh,NA
SOLSP6,genus,Soliperla sp.,Peltoperlidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Peltoperlidae,Peltoperlinae,NA,Soliperla,NA,NA,1,sh,NA
TALSP1,genus,Tallaperla sp.,Peltoperlidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Peltoperlidae,Peltoperlinae,NA,Tallaperla,NA,NA,0,sh,NA
YORSP,genus,Yoraperla sp.,Peltoperlidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Peltoperlidae,Peltoperlinae,NA,Yoraperla,NA,NA,1,sh,NA
ACRABN,species,Acroneuria abnormis,Perlidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,Acroneuriinae,Acroneuriini,Acroneuria,abnormis,NA,0,prd,NA
ACRCAR,species,Acroneuria carolinensis,Perlidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,Acroneuriinae,Acroneuriini,Acroneuria,carolinenis,NA,0,prd,NA
ACREVO,species,Acroneuria evoluta,Perlidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,Acroneuriinae,Acroneuriini,Acroneuria,evoluta,NA,0,prd,NA
ACRLYC,species,Acroneuria lycorias,Perlidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,Acroneuriinae,Acroneuriini,Acroneuria,lycorias,NA,0,prd,NA
ACRSP4,genus,Acroneuria sp.,Perlidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,Acroneuriinae,Acroneuriini,Acroneuria,NA,NA,0,prd,NA
CALCAL,species,Calineuria californica,Perlidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,Acroneuriinae,Acroneuriini,Calineuria,NA,NA,2,prd,NA
DORSP2,genus,Doroneuria sp.,Perlidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,Acroneuriinae,Acroneuriini,Doroneuria,NA,NA,1,prd,NA
ECCXAN,species,Eccoptura xanthenes,Perlidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,Acroneuriinae,Acroneuriini,Eccoptura,NA,NA,3,prd,NA
HESPAC,species,Hesperoperla pacifica,Perlidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,Acroneuriinae,Acroneuriini,Hesperoperla,NA,NA,2,prd,NA
HESSP5,genus,Hesperoperla sp.,Perlidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,Acroneuriinae,Acroneuriini,Hesperoperla,NA,NA,2,prd,NA
PERSP6,genus,Perlesta sp.,Perlidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,Acroneuriinae,Acroneuriini,Perlesta,NA,NA,4,prd,NA
PERSP7,genus,Perlinella sp.,Perlidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,Acroneuriinae,Acroneuriini,Perlinella,NA,NA,2,prd,NA
ATTSP1,genus,Attaneuria sp.,Perlidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,NA,NA,Attaneuria,NA,NA,3,prd,NA
BELSP1,genus,Beloneuria sp.,Perlidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,NA,NA,Beloneuria,NA,NA,3,prd,NA
CLASP4,genus,Claassenia sp.,Perlidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,NA,NA,Claassenia,NA,NA,3,prd,NA
HANSP,genus,Hansonoperla sp.,Perlidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,NA,NA,Hansonoperla,NA,NA,0,prd,NA
PERSP1,family,Perlidae sp.,Perlidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,NA,NA,NA,NA,NA,3,prd,NA
NEOSP11,genus,Neoperla sp.,Perlidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,NA,NA,Neoperla,NA,NA,3,prd,NA
PARIMM,species,Paragnetina immarginata,Perlidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,NA,NA,Paragnetina,immarginata,NA,1,prd,NA
AGNCAP,species,Agnetina capitata,Perlidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,Perlinae,Perlini,Agnetina,NA,NA,2,prd,NA
AGNFLA,species,Agnetina flavescens,Perlidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,Perlinae,Perlini,Agnetina,NA,NA,2,prd,NA
AGNSP,genus,Agnetina sp.,Perlidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,Perlinae,Perlini,Agnetina,NA,NA,2,prd,NA
PARMED,species,Paragnetina media,Perlidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,Perlinae,Perlini,Paragnetina,media,NA,1,prd,NA
PARSP37,genus,Paragnetina sp.,Perlidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,Perlinae,Perlini,Paragnetina,NA,NA,1,prd,NA
CLICLI,species,Clioperla clio,Perlodidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlodidae,Isoperlinae,NA,Clioperla,NA,NA,1,prd,NA
ISOSP9,genus,Isoperla sp.,Perlodidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlodidae,Isoperlinae,NA,Isoperla,NA,NA,2,prd,cg
DIPSP11,genus,Diploperla sp.,Perlodidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlodidae,NA,NA,Diploperla,NA,NA,2,prd,NA
PERSP2,family,Perlodidae sp.,Perlodidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlodidae,NA,NA,NA,NA,NA,2,prd,NA
MEGSP7,genus,Megarcys sp.,Perlodidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlodidae,Perlodinae,Arcynopterygini,Megarcys,NA,NA,2,prd,NA
SKWSP,genus,Skwala sp.,Perlodidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlodidae,Perlodinae,Arcynopterygini,Skwala,NA,NA,2,prd,NA
CULSP1,genus,Cultus sp.,Perlodidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlodidae,Perlodinae,Diploperlini,Cultus,NA,NA,2,prd,NA
KOGSP,genus,Kogotus sp.,Perlodidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlodidae,Perlodinae,Diploperlini,Kogotus,NA,NA,2,prd,NA
REMSP,genus,Remenus sp.,Perlodidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlodidae,Perlodinae,Diploperlini,Remenus,NA,NA,2,prd,NA
YUGSP,genus,Yugus sp.,Perlodidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlodidae,Perlodinae,Perlodini,Yugus,NA,NA,0,prd,NA
PTESP4,family,Pteronarcyidae sp.,Pteronarcyidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Pteronarcyidae,NA,NA,NA,NA,NA,0,sh,NA
PTEPRI,species,Pteronarcys princeps,Pteronarcyidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Pteronarcyidae,Pteronarcyinae,Pteronarcyini,Pteronarcys,NA,NA,0,sh,NA
PTESP8,genus,Pteronarcys sp.,Pteronarcyidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Pteronarcyidae,Pteronarcyinae,Pteronarcyini,Pteronarcys,NA,NA,0,sh,NA
TAESP2,genus,Taenionema sp.,Taeniopterygidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Taeniopterygidae,Brachypteryinae,NA,Taenionema,NA,NA,2,sh,NA
TAESP,family,Taeniopterygidae sp.,Taeniopterygidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Taeniopterygidae,NA,NA,NA,NA,NA,2,sh,NA
OEMSP,genus,Oemopteryx sp.,Taeniopterygidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Taeniopterygidae,NA,NA,Oemopteryx,NA,NA,2,sh,NA
STRSP5,genus,Strophopteryx sp.,Taeniopterygidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Taeniopterygidae,NA,NA,Strophopteryx,NA,NA,3,sh,NA
TAESP3,genus,Taeniopteryx sp.,Taeniopterygidae,Arthropoda,Hexapoda,Insecta,Plecoptera,Taeniopterygidae,Taeniopteryginae,NA,Taeniopteryx,NA,NA,2,sh,cg
APASP2,genus,Apatania sp.,Apataniidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Apataniidae,Apataniinae,Apataniini,Apatania,NA,NA,3,scr,cg
AMIASP,species,Amiocentrus aspilus,Brachycentridae,Arthropoda,Hexapoda,Insecta,Trichoptera,Brachycentridae,NA,NA,Amiocentrus,NA,NA,3,cg,NA
BRAAME,species,Brachycentrus americanus,Brachycentridae,Arthropoda,Hexapoda,Insecta,Trichoptera,Brachycentridae,NA,NA,Brachycentrus,NA,NA,1,cf,NA
BRANIG,species,Brachycentrus nigrosoma,Brachycentridae,Arthropoda,Hexapoda,Insecta,Trichoptera,Brachycentridae,NA,NA,Brachycentrus,NA,NA,1,cf,NA
BRAOCC,species,Brachycentrus occidentalis,Brachycentridae,Arthropoda,Hexapoda,Insecta,Trichoptera,Brachycentridae,NA,NA,Brachycentrus,NA,NA,1,cf,NA
BRASP14,genus,Brachycentrus sp.,Brachycentridae,Arthropoda,Hexapoda,Insecta,Trichoptera,Brachycentridae,NA,NA,Brachycentrus,NA,NA,1,cf,NA
MICSP3,genus,Micrasema sp.,Brachycentridae,Arthropoda,Hexapoda,Insecta,Trichoptera,Brachycentridae,NA,NA,Micrasema,NA,NA,2,sh,NA
BRASP5,family,Brachycentridae sp.,Brachycentridae,Arthropoda,Hexapoda,Insecta,Trichoptera,Brachycentridae,NA,NA,NA,NA,NA,2,sh,NA
ANIPYR,species,Anisocentropus pyraloides,Calamoceratidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Calamoceratidae,Anisocentropodinae,NA,Anisocentropus,NA,NA,1,sh,NA
ANISP6,genus,Anisocentropus sp.,Calamoceratidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Calamoceratidae,Anisocentropodinae,NA,Anisocentropus,NA,NA,1,sh,NA
HETAME1,species,Heteroplectron americanum,Calamoceratidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Calamoceratidae,Calamoceratinae,NA,Heteroplectron,NA,NA,3,sh,NA
HETCAL,species,Heteroplectron californicum,Calamoceratidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Calamoceratidae,Calamoceratinae,NA,Heteroplectron,NA,NA,1,sh,NA
PHYPUL,species,Phylloicus pulchrus,Calamoceratidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Calamoceratidae,Calamoceratinae,NA,Phylloicus,NA,NA,1,sh,NA
PHYSP8,genus,Phylocentropus sp.,Dipseudopsidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Dipseudopsidae,Hyalopsychinae,NA,Phylocentropus,NA,NA,5,cf,NA
AGASP4,genus,Agapetus sp.,Glossosomatidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Glossosomatidae,Agapetinae,NA,Agapetus,NA,NA,0,scr,cg
ANASP2,genus,Anagapetus sp.,Glossosomatidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Glossosomatidae,Glossosomatinae,Anagapetini,Anagapetus,NA,NA,0,scr,NA
GLOSP3,genus,Glossosoma sp.,Glossosomatidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Glossosomatidae,Glossosomatinae,Glossosomatini,Glossosoma,NA,NA,0,scr,NA
GLOSP1,family,Glossosomatidae sp.,Glossosomatidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Glossosomatidae,NA,NA,NA,NA,NA,0,scr,NA
CARSP14,genus,Cariboptila sp.,Glossosomatidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Glossosomatidae,Protoptilinae,NA,Cariboptila,NA,NA,1,scr,NA
GOESP1,genus,Goera sp.,Goeridae,Arthropoda,Hexapoda,Insecta,Trichoptera,Goeridae,Goerinae,NA,Goera,NA,NA,0,scr,NA
HELSP7,genus,Helicopsyche sp.,Helicopsychidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Helicopsychidae,NA,NA,Helicopsyche,NA,NA,3,scr,NA
ATOTRI,species,Atopsyche trifida,Hydrobiosidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydrobiosidae,Hydrobiosinae,Hydrobiosini,Atopsyche,NA,NA,NA,prd,NA
ARCGRA,species,Arctopsyche grandis,Hydropsychidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Arctopsychinae,NA,Arctopsyche,NA,NA,1,prd,NA
ARCSP14,genus,Arctopsyche sp.,Hydropsychidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Arctopsychinae,NA,Arctopsyche,NA,NA,1,prd,NA
ARCSP12,subfamily,Arctopsychinae sp.,Hydropsychidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Arctopsychinae,NA,NA,NA,NA,1,prd,NA
PARELS,species,Parapsyche elsis,Hydropsychidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Arctopsychinae,NA,Parapsyche,NA,NA,1,prd,NA
PARSP18,genus,Parapsyche sp.,Hydropsychidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Arctopsychinae,NA,Parapsyche,NA,NA,0,prd,NA
DIPMOD,species,Diplectrona modesta,Hydropsychidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Diplectroninae,NA,Diplectrona,NA,NA,0,cf,NA
DIPSP8,genus,Diplectrona sp.,Hydropsychidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Diplectroninae,NA,Diplectrona,NA,NA,2,cf,NA
DIPSP7,subfamily,Diplectroninae sp.,Hydropsychidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Diplectroninae,NA,NA,NA,NA,1,NA,NA
CERBRO,species,Ceratopsyche bronta,Hydropsychidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Ceratopsyche,bronta,NA,6,cf,om
CERMOR,species,Ceratopsyche morosa,Hydropsychidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Ceratopsyche,morosa,NA,6,cf,om
CERSP11,species,Ceratopsyche sp.,Hydropsychidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Ceratopsyche,NA,NA,6,cf,om
CERSLO,species,Ceratopsyche slossonae,Hydropsychidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Ceratopsyche,slossonae,NA,4,cf,NA
CERSPA1,species,Ceratopsyche sparna,Hydropsychidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Ceratopsyche,sparna,NA,6,cf,om
CERVEN1,species,Ceratopsyche ventura,Hydropsychidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Ceratopsyche,ventura,NA,5,cf,NA
CHESP5,genus,Cheumatopsyche sp.,Hydropsychidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Cheumatopsyche,NA,NA,5,cf,NA
HYDBET,species,Hydropsyche betteni,Hydropsychidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Hydropsyche,betteni,NA,7,cf,om
HYDBRO,species,Hydropsyche bronta,Hydropsychidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Hydropsyche,bronta,NA,6,cf,om
HYDMOR,species,Hydropsyche morosa,Hydropsychidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Hydropsyche,morosa,NA,6,cf,om
HYDSCA,species,Hydropsyche scalaris,Hydropsychidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Hydropsyche,NA,NA,2,cf,NA
HYDSP23,genus,Hydropsyche sp.,Hydropsychidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Hydropsyche,NA,NA,6,cf,om
HYDSPA,species,Hydropsyche sparna,Hydropsychidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Hydropsyche,sparna,NA,6,cf,om
HYDSP4,family,Hydropsychidae sp.,Hydropsychidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,NA,NA,NA,5,cf,NA
SMIPRO,species,Smicridea protera,Hydropsychidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Smicrideinae,NA,Smicridea,NA,NA,4,cf,NA
SMISP4,genus,Smicridea sp.,Hydropsychidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Smicrideinae,NA,Smicridea,NA,NA,4,cf,NA
SMISMI,subgenus,Smicridea (Smicridea) sp.,Hydropsychidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Smicrideinae,NA,Smicridea,NA,NA,4,cf,NA
AGRSP1,genus,Agraylea sp.,Hydroptilidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydroptilidae,Hydroptilinae,Hydroptilini,Agraylea,NA,NA,8,cg,ph
HYDSP24,genus,Hydroptila sp.,Hydroptilidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydroptilidae,Hydroptilinae,Hydroptilini,Hydroptila,NA,NA,6,scr,ph
OXYSP,genus,Oxyethira sp.,Hydroptilidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydroptilidae,Hydroptilinae,Hydroptilini,Oxyethira,NA,NA,3,cg,NA
ALISP,genus,Alisotrichia sp.,Hydroptilidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydroptilidae,Hydroptilinae,Leucotrichiini,Alisotrichia,NA,NA,6,scr,NA
LEUSP9,genus,Leucotrichia sp.,Hydroptilidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydroptilidae,Hydroptilinae,Leucotrichiini,Leucotrichia,NA,NA,6,scr,cg
LEUTUB,species,Leucotrichia tubifex,Hydroptilidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydroptilidae,Hydroptilinae,Leucotrichiini,Leucotrichia,tubifex,NA,6,scr,cg
MAYSP,genus,Mayatrichia sp.,Hydroptilidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydroptilidae,Hydroptilinae,Neotrichiini,Mayatrichia,NA,NA,6,scr,NA
NEOIRI,species,Neotrichia iridescens,Hydroptilidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydroptilidae,Hydroptilinae,Neotrichiini,Neotrichia,iridescens,NA,2,scr,NA
NEOSP12,genus,Neotrichia sp.,Hydroptilidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydroptilidae,Hydroptilinae,Neotrichiini,Neotrichia,NA,NA,2,scr,NA
METSP8,genus,Metrichia sp.,Hydroptilidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydroptilidae,Hydroptilinae,Ochrotrichiini,Metrichia,NA,NA,2,scr,NA
OCHSP1,genus,Ochrotrichia sp.,Hydroptilidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydroptilidae,Hydroptilinae,Ochrotrichiini,Ochrotrichia,NA,NA,4,cg,ph
ORTSP2,genus,Orthotrichia sp.,Hydroptilidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydroptilidae,Hydroptilinae,Orthotrichiini,Orthotrichia,NA,NA,6,scr,ph
STASP4,genus,Stactobiella sp.,Hydroptilidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydroptilidae,Hydroptilinae,Stactobiini,Stactobiella,NA,NA,3,sh,NA
HYDSP5,family,Hydroptilidae sp.,Hydroptilidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydroptilidae,NA,NA,NA,NA,NA,2,scr,NA
PALNEA,species,Palaeagapetus nearcticus,Hydroptilidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydroptilidae,Ptilocolepinae,NA,Palaeagapetus,NA,NA,4,sh,ph
PALSP8,genus,Palaeagapetus sp.,Hydroptilidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydroptilidae,Ptilocolepinae,NA,Palaeagapetus,NA,NA,4,sh,ph
LEPSP20,genus,Lepidostoma sp.,Lepidostomatidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Lepidostomatidae,Lepidostomatinae,NA,Lepidostoma,NA,NA,1,sh,NA
LEPSP6,family,Lepidostomatidae sp.,Lepidostomatidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Lepidostomatidae,NA,NA,NA,NA,NA,1,sh,NA
CERSP12,genus,Ceraclea sp.,Leptoceridae,Arthropoda,Hexapoda,Insecta,Trichoptera,Leptoceridae,Leptocerinae,Athripsodini,Ceraclea,NA,NA,3,cg,om
MYSSP2,genus,Mystacides sp.,Leptoceridae,Arthropoda,Hexapoda,Insecta,Trichoptera,Leptoceridae,Leptocerinae,Mystacidini,Mystacides,NA,NA,4,cg,sh
MYSSEP,species,Mystacides sepulchralis,Leptoceridae,Arthropoda,Hexapoda,Insecta,Trichoptera,Leptoceridae,Leptocerinae,Mystacidini,Mystacides,sepulchralis,NA,4,cg,sh
NECSP,genus,Nectopsyche sp.,Leptoceridae,Arthropoda,Hexapoda,Insecta,Trichoptera,Leptoceridae,Leptocerinae,Nectopsychini,Nectopsyche,NA,NA,3,sh,cg
OECAVA2,species,Oecetis avara,Leptoceridae,Arthropoda,Hexapoda,Insecta,Trichoptera,Leptoceridae,Leptocerinae,Oecetini,Oecetis,NA,NA,5,prd,NA
OECDIS,species,Oecetis disjuncta,Leptoceridae,Arthropoda,Hexapoda,Insecta,Trichoptera,Leptoceridae,Leptocerinae,Oecetini,Oecetis,NA,NA,5,prd,NA
OECFUR,speciesGroup,Oecetis furva gr.,Leptoceridae,Arthropoda,Hexapoda,Insecta,Trichoptera,Leptoceridae,Leptocerinae,Oecetini,Oecetis,NA,NA,5,prd,sh
OECSP,genus,Oecetis sp.,Leptoceridae,Arthropoda,Hexapoda,Insecta,Trichoptera,Leptoceridae,Leptocerinae,Oecetini,Oecetis,NA,NA,5,prd,sh
OECTES,speciesGroup,Oecetis testacea gr.,Leptoceridae,Arthropoda,Hexapoda,Insecta,Trichoptera,Leptoceridae,Leptocerinae,Oecetini,Oecetis,NA,NA,5,prd,sh
LEPSP26,genus,Leptocerus sp.,Leptoceridae,Arthropoda,Hexapoda,Insecta,Trichoptera,Leptoceridae,NA,NA,Leptocerus,NA,NA,4,sh,NA
LEPSP7,family,Leptoceridae sp.,Leptoceridae,Arthropoda,Hexapoda,Insecta,Trichoptera,Leptoceridae,NA,NA,NA,NA,NA,4,cg,om
DICATR,species,Dicosmoecus atripes,Limnephilidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Limnephilidae,Dicosmoecinae,NA,Dicosmoecus,NA,NA,1,om,NA
DICSP5,genus,Dicosmoecus sp.,Limnephilidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Limnephilidae,Dicosmoecinae,NA,Dicosmoecus,NA,NA,1,om,NA
ECCSP,genus,Ecclisomyia sp.,Limnephilidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Limnephilidae,Dicosmoecinae,NA,Ecclisomyia,NA,NA,2,om,NA
ONOUNI,species,Onocosmoecus unicolor,Limnephilidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Limnephilidae,Dicosmoecinae,NA,Onocosmoecus,NA,NA,1,om,sh
PSYSP3,genus,Psychoglypha sp.,Limnephilidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Limnephilidae,Limnephilinae,Chilostigmini,Psychoglypha,NA,NA,2,sh,cg
LIMSP19,genus,Limnephilus sp.,Limnephilidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Limnephilidae,Limnephilinae,Limnephilini,Limnephilus,NA,NA,3,sh,cg
CHYCEN,species,Chyranda centralis,Limnephilidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Limnephilidae,Limnephilinae,Stenophylacini,Chyranda,NA,NA,1,sh,NA
HYDHES,species,Hydatophylax hesperus,Limnephilidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Limnephilidae,Limnephilinae,Stenophylacini,Hydatophylax,NA,NA,1,sh,cg
PYCSP1,genus,Pycnopsyche sp.,Limnephilidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Limnephilidae,Limnephilinae,Stenophylacini,Pycnopsyche,NA,NA,4,sh,scr
LIMSP5,family,Limnephilidae sp.,Limnephilidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Limnephilidae,NA,NA,NA,NA,NA,4,sh,cg
MOLSP5,genus,Molanna sp.,Molannidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Molannidae,NA,NA,Molanna,NA,NA,6,scr,NA
MOLSP2,family,Molannidae sp.,Molannidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Molannidae,NA,NA,NA,NA,NA,6,scr,cg
TRISP,order,Trichoptera sp.,Trichoptera,Arthropoda,Hexapoda,Insecta,Trichoptera,NA,NA,NA,NA,NA,NA,4,cf,NA
PSISP1,genus,Psilotreta sp.,Odontoceridae,Arthropoda,Hexapoda,Insecta,Trichoptera,Odontoceridae,Odontocerinae,NA,Psilotreta,NA,NA,0,scr,NA
CHISP7,genus,Chimarra sp.,Philopotamidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Philopotamidae,Chimarrinae,NA,Chimarra,NA,NA,4,cf,NA
CHIOBS,species,Chimarra obscurra,Philopotamidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Philopotamidae,Chimarrinae,NA,Chimarra,obscurra,NA,4,cf,NA
PHISP,family,Philopotamidae sp.,Philopotamidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Philopotamidae,NA,NA,NA,NA,NA,4,cf,NA
